"model","eco_fuel","energySource","engine_type","typePrivate"
"Chevrolet Kalos",0,"Petrol","1.4 SX 5 door Hatchback","Car"
"Chevrolet Lacetti",0,"Petrol","1.6 SX Station Wagon","Car"
"Chevrolet Matiz",0,"Petrol","0.8 S 5 door Hatchback","Car"
"Chevrolet Matiz (New)",0,"Petrol","0.8 S 5 door Hatchback","Car"
"Chevrolet Matiz (Old)",0,"Petrol","1.0 SE 5 door Hatchback","Car"
"Chevrolet New Aveo MY2012",0,"Petrol","1.2","Car"
"Chevrolet Orlando MY2011",0,"Diesel","2.0LTZ VCDi (163PS)","Car"
"Chevrolet Orlando MY2012",0,"Diesel","1.8","Car"
"Chevrolet Orlando, MY2011",0,"Diesel","2.0LTZ VCDi (163PS)","Car"
"Chevrolet Orlando, MY2012",0,"Diesel","1.8","Car"
"Chevrolet Orlando, MY2013",0,"Diesel","2.0 VCDi (163PS) Auto","Car"
"Chevrolet Spark",0,"Petrol","1.2 LS 5 Door Hatchback","Car"
"Chevrolet Spark MY2010",0,"Petrol","1.2 LS 5 Door Hatchback","Car"
"Chevrolet Spark MY2012",0,"Petrol","1.2","Car"
"Chevrolet Spark, MY2010",0,"Petrol","1.2 LS 5 Door Hatchback","Car"
"Chevrolet Spark, MY2012",0,"Petrol","1.0 5 Door Hatchback","Car"
"Chevrolet Spark, MY2013",0,"Petrol","1.0 LS 5 Door Hatchback","Car"
"Chevrolet Tacuma",0,"Petrol","1.6 SX 5 door MPV","Car"
"Chevrolet Trax, MY2013",0,"Diesel","1.6 (115PS)","Car"
"Chevrolet Volt",0,"Electricity/Petrol","Volt","Car"
"Chrysler Jeep 08MY Chrysler 300C",0,"Petrol","3.0crd Saloon","Car"
"Chrysler Jeep 08MY Chrysler PT Cruiser",0,"Petrol","2.4 Cabriolet","Car"
"Chrysler Jeep 08MY Chrysler Sebring",0,"Petrol","2.4","Car"
"Chrysler Jeep 08MY Chrysler Voyager",0,"Diesel","2.8td","Car"
"Chrysler Jeep 08MY Jeep Cherokee (KK)",0,"Diesel","2.8 (no DPF)","Car"
"Chrysler Jeep 08MY Jeep Commander",0,"Petrol","5.7","Car"
"Chrysler Jeep 08MY Jeep Grand Cherokee",0,"Petrol","5.7","Car"
"Chrysler Jeep 08MY Jeep Wrangler",0,"Diesel","2.8 (2 door) Sahara","Car"
"Chrysler Jeep 09MY Chrysler 300C",0,"Petrol","3.0crd Saloon","Car"
"Chrysler Jeep 09MY Chrysler Grand Voyager",0,"Petrol","2.8td","Car"
"Chrysler Jeep 09MY Chrysler Sebring",0,"Petrol","2.0td","Car"
"Chrysler Jeep 09MY Jeep Cherokee",0,"Diesel","2.8","Car"
"Chrysler Jeep 09MY Jeep Commander",0,"Diesel","3.0crd","Car"
"Chrysler Jeep 09MY Jeep Compass",0,"Petrol","2.4","Car"
"Chrysler Jeep 09MY Jeep Grand Cherokee",0,"Petrol","3.0crd","Car"
"Chrysler Jeep 09MY Jeep Wrangler",0,"Diesel","2.8 Sahara (JK72)","Car"
"Chrysler Jeep Chrysler 300C",0,"Petrol","3.5 V6 Saloon","Car"
"Chrysler Jeep Chrysler 300C MY2012",0,"Diesel","3.0crd high output 18 inch wheel","Car"
"Chrysler Jeep Chrysler 300C Model Year 2009",0,"Petrol","3.0 CRD Saloon","Car"
"Chrysler Jeep Chrysler 300C Model Year 2010",0,"Diesel","3.0 CRD Saloon","Car"
"Chrysler Jeep Chrysler 300C, MY2012",0,"Diesel","3.0 CRD high output 18' wheel","Car"
"Chrysler Jeep Chrysler 300C, MY2013",0,"Diesel","3.0 140kW 18' wheel","Car"
"Chrysler Jeep Chrysler Crossfire",0,"Petrol","Coupé","Car"
"Chrysler Jeep Chrysler Delta",0,"Diesel","1.6 120 M-Jet","Car"
"Chrysler Jeep Chrysler Grand Voyager",0,"Petrol","2.8td","Car"
"Chrysler Jeep Chrysler Grand Voyager (05MY)",0,"Petrol","2.8 CRD Limited","Car"
"Chrysler Jeep Chrysler Grand Voyager (RT)",0,"Petrol","3.8","Car"
"Chrysler Jeep Chrysler Grand Voyager 05MY",0,"Petrol","3.3 Limited","Car"
"Chrysler Jeep Chrysler Grand Voyager MY2012",0,"Diesel","2.8 CRD","Car"
"Chrysler Jeep Chrysler Grand Voyager Model Year 2009",0,"Petrol","2.8td","Car"
"Chrysler Jeep Chrysler Grand Voyager Model Year 2010",0,"Petrol","2.8","Car"
"Chrysler Jeep Chrysler Grand Voyager, MY 2010",0,"Petrol","3.8","Car"
"Chrysler Jeep Chrysler Grand Voyager, MY 2011",0,"Diesel","2.8 CRD","Car"
"Chrysler Jeep Chrysler Grand Voyager, MY2012",0,"Diesel","2.8 CRD","Car"
"Chrysler Jeep Chrysler Grand Voyager, MY2013",0,"Diesel","2.8 CRD 131kW with dpf","Car"
"Chrysler Jeep Chrysler Neon (00 Model Year)",0,"Petrol","2.0L SOHC","Car"
"Chrysler Jeep Chrysler Neon (01 Model Year)",0,"Petrol","2.0L SOHC","Car"
"Chrysler Jeep Chrysler Neon (02 MY)",0,"Petrol","2.0L SOHC","Car"
"Chrysler Jeep Chrysler Neon (02 Model Year)",0,"Petrol","2.0L SOHC","Car"
"Chrysler Jeep Chrysler Neon (03 Model Year)",0,"Petrol","2.0L SOHC","Car"
"Chrysler Jeep Chrysler Neon (03MY)",0,"Petrol","2.0L SOHC","Car"
"Chrysler Jeep Chrysler PT Cruiser",0,"Petrol","2.4 Cabriolet","Car"
"Chrysler Jeep Chrysler PT Cruiser (01 Model Year)",0,"Petrol","2.0L DOHC","Car"
"Chrysler Jeep Chrysler PT Cruiser (02 Model Year)",0,"Petrol","2.0L DOHC","Car"
"Chrysler Jeep Chrysler PT Cruiser (03 Model Year)",0,"Petrol","2.0L DOHC","Car"
"Chrysler Jeep Chrysler PT Cruiser (03MY)",0,"Petrol","2.0L DOHC","Car"
"Chrysler Jeep Chrysler PT Cruiser (04MY)",0,"Petrol","2.0L","Car"
"Chrysler Jeep Chrysler PT Cruiser (05MY)",0,"Petrol","2.2 CRD","Car"
"Chrysler Jeep Chrysler Sebring",0,"Petrol","2.4","Car"
"Chrysler Jeep Chrysler Sebring Convertible (2008)",0,"Petrol","2.0td","Car"
"Chrysler Jeep Chrysler Viper (99 Model Year)",0,"Petrol","8.0L V10 GTS Coupé & RT/10 Roadster","Car"
"Chrysler Jeep Chrysler Voyager",0,"Diesel","2.4","Car"
"Chrysler Jeep Chrysler Voyager (00 Model Year)",0,"Petrol","2.0L Short Wheel Base","Car"
"Chrysler Jeep Chrysler Voyager (01 Model Year)",0,"Petrol","2.4 Short Wheel Base","Car"
"Chrysler Jeep Chrysler Voyager (02 Model Year)",0,"Petrol","2.4 Short Wheel Base","Car"
"Chrysler Jeep Chrysler Voyager (03 Model Year)",0,"Petrol","2.4 Short Wheel Base","Car"
"Chrysler Jeep Chrysler Voyager (03MY)",0,"Petrol","2.4 SWB","Car"
"Chrysler Jeep Chrysler Voyager (05MY)",0,"Petrol","2.4 LX","Car"
"Chrysler Jeep Chrysler Voyager 05MY",0,"Petrol","2.4 LX","Car"
"Chrysler Jeep Chrysler Ypsilon",0,"Petrol","0.9 85 bhp Twin Air stop start","Car"
"Chrysler Jeep Chrysler Ypsilon MY2012",0,"Petrol","0.9 85 bhp Twin Air stop start","Car"
"Chrysler Jeep Dodge SRT/10",0,"Petrol","SRT/10","Car"
"Chrysler Jeep Jeep Cherokee",0,"Diesel","2.8","Car"
"Chrysler Jeep Jeep Cherokee (00 Model Year)",0,"Petrol","2.5L","Car"
"Chrysler Jeep Jeep Cherokee (02 Model Year)",0,"Petrol","2.4L","Car"
"Chrysler Jeep Jeep Cherokee (03 Model Year)",0,"Petrol","2.4L","Car"
"Chrysler Jeep Jeep Cherokee (03MY)",0,"Petrol","2.4L","Car"
"Chrysler Jeep Jeep Cherokee (04MY)",0,"Petrol","2.4L","Car"
"Chrysler Jeep Jeep Cherokee (05MY)",0,"Petrol","2.8L","Car"
"Chrysler Jeep Jeep Cherokee (KK) 08MY",0,"Diesel","2.8 (no DPF)","Car"
"Chrysler Jeep Jeep Cherokee Model Year 2009",0,"Diesel","2.8","Car"
"Chrysler Jeep Jeep Cherokee Model Year 2010",0,"Diesel","2.8 CRD","Car"
"Chrysler Jeep Jeep Commander",0,"Petrol","5.7","Car"
"Chrysler Jeep Jeep Compass",0,"Petrol","2.4","Car"
"Chrysler Jeep Jeep Compass MY 2011",0,"Petrol","2.0 4x2","Car"
"Chrysler Jeep Jeep Compass MY2012",0,"Petrol","2.0 4x2","Car"
"Chrysler Jeep Jeep Compass, MY 2011",0,"Petrol","2.0 4x2","Car"
"Chrysler Jeep Jeep Compass, MY2012",0,"Petrol","2.0 4x2","Car"
"Chrysler Jeep Jeep Compass, MY2013",0,"Petrol","2.0 4x2","Car"
"Chrysler Jeep Jeep Compass, MY2014",0,"Petrol","2.0 4x2","Car"
"Chrysler Jeep Jeep Grand Cherokee (00 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Grand Cherokee (01 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Grand Cherokee (02 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Grand Cherokee (03 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Grand Cherokee (03MY)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Grand Cherokee (WK) MY 2011",0,"Petrol","3.0 CRD","Car"
"Chrysler Jeep Jeep Grand Cherokee (WK), MY 2011",0,"Petrol","3.0 CRD","Car"
"Chrysler Jeep Jeep Grand Cherokee MY2012",0,"Diesel","3.0 CRD high output","Car"
"Chrysler Jeep Jeep Grand Cherokee Model Year 2009",0,"Petrol","3.0 CRD","Car"
"Chrysler Jeep Jeep Grand Cherokee Model Year 2010",0,"Petrol","3.0 CRD","Car"
"Chrysler Jeep Jeep Grand Cherokee, MY2012",0,"Diesel","3.0 CRD high output","Car"
"Chrysler Jeep Jeep Grand Cherokee, MY2013",0,"Diesel","3.0 CRD high output","Car"
"Chrysler Jeep Jeep Grand Cherokee, MY2014",0,"Diesel","3.0 CRD 3.45 axle Ratio 184kW","Car"
"Chrysler Jeep Jeep Patriot",0,"Petrol","2.4 CVT","Car"
"Chrysler Jeep Jeep Patriot MY 2011",0,"Petrol","2.4","Car"
"Chrysler Jeep Jeep Patriot Model Year 2008",0,"Petrol","2.4","Car"
"Chrysler Jeep Jeep Patriot, MY 2011",0,"Petrol","2.4","Car"
"Chrysler Jeep Jeep Wrangler",0,"Petrol","3.8 Rubicon 4.1 axle ratio (JK72)","Car"
"Chrysler Jeep Jeep Wrangler (00 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Wrangler (01 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Wrangler (02 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Wrangler (03 Model Year)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Wrangler (03MY)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Wrangler (05MY)",0,"Petrol","4.0L","Car"
"Chrysler Jeep Jeep Wrangler (JK72)",0,"Petrol","2.8","Car"
"Chrysler Jeep Jeep Wrangler (JK72) MY 2011",0,"Petrol","2.8 CRD 3.21 axle ratio","Car"
"Chrysler Jeep Jeep Wrangler (JK72), MY 2011",0,"Petrol","2.8 CRD 3.21 axle ratio","Car"
"Chrysler Jeep Jeep Wrangler (JK74)",0,"Diesel","2.8","Car"
"Chrysler Jeep Jeep Wrangler (JK74) MY 2011",0,"Petrol","3.8 4.1 axle ratio","Car"
"Chrysler Jeep Jeep Wrangler (JK74), MY 2011",0,"Petrol","3.8 4.1 axle ratio","Car"
"Chrysler Jeep Jeep Wrangler (TJ)",0,"Petrol","4","Car"
"Chrysler Jeep Jeep Wrangler MY 2012",0,"Petrol","3.6 4.1 axle ratio 2 door","Car"
"Chrysler Jeep Jeep Wrangler Model Year 2009",0,"Diesel","2.8 Sahara (JK72)","Car"
"Chrysler Jeep Jeep Wrangler Model Year 2010",0,"Diesel","2.8 Sport & Sahara 3.21 axle ratio (JK74)","Car"
"Chrysler Jeep Jeep Wrangler, MY2012",0,"Petrol","3.6 4.1 axle ratio 2 door","Car"
"Chrysler Jeep Jeep Wrangler, MY2013",0,"Petrol","3.6 4.10 axle ratio 2 door","Car"
"Chrysler Jeep New Jeep Grand Cherokee (June 05 On)",0,"Petrol","5.7l","Car"
"Citroen Berlingo",0,"Petrol","Berlingo Multispace 1.4i","Car"
"Citroen Berlingo First Car",0,"Petrol","1.4i 8v 75hp","Car"
"Citroen Berlingo Multispace",0,"Diesel","Berlingo Multispace 1.4i","Car"
"Citroen C-Crosser",0,"Diesel","2.2HDi 7 seat Auto DCS","Car"
"Citroen C-Zero",0,"Electricity","C-Zero","Car"
"Citroen C1",0,"Petrol","1.4HDi","Car"
"Citroen C1 April 2012 onwards",0,"Petrol","1.0i 68 3 door","Car"
"Citroen C2",0,"Petrol","1.4HDi","Car"
"Citroen C3",0,"Petrol","1.6i 16v","Car"
"Citroen C3 Picasso",0,"Petrol","1.6HDi 90hp","Car"
"Citroen C3 Pluriel",0,"Petrol","1.4i","Car"
"Citroen C4",0,"Diesel","1.6i 16v","Car"
"Citroen C4 Picasso",0,"Diesel","1.6HDi","Car"
"Citroen C5",0,"Diesel","C5 2.0 16v","Car"
"Citroen C5 Saloon",0,"Diesel","HDi 160","Car"
"Citroen C5 Tourer",0,"Diesel","HDi 160","Car"
"Citroen C6",0,"Diesel","3.0i V6","Car"
"Citroen C8",0,"Diesel","2.0i 16v","Car"
"Citroen DS3",0,"Petrol","1.4 VTi 95hp","Car"
"Citroen DS3 Cabrio",0,"Petrol","VTi 120","Car"
"Citroen DS4",0,"Diesel","HDi 110","Car"
"Citroen DS5",0,"Diesel","THP 200","Car"
"Citroen Dispatch Combi",0,"Diesel","Dispatch Combi 6 2.0 HDi 110 hp 16v","Car"
"Citroen Grand C4 Picasso",0,"Diesel","1.6HDi 16v 110hp","Car"
"Citroen Nemo Multispace",0,"Diesel","1.4i","Car"
"Citroen New Berlingo Multispace",0,"Diesel","1.6HDi 75hp","Car"
"Citroen New C3",0,"Petrol","1.4HDi 70hp","Car"
"Citroen New C5",0,"Diesel","2.0i 16v Saloon","Car"
"Citroen Relay Combi",0,"Diesel","6 Seat 30 L1H1 HDi 100","Car"
"Citroen Saxo",0,"Petrol","Saxo 1.4i","Car"
"Citroen Synergie",0,"Petrol","Synergie 2.0i 16v","Car"
"Citroen XM",0,"Petrol","XM 2.0i 16v","Car"
"Citroen Xantia",0,"Petrol","Xantia 1.8i 16v","Car"
"Citroen Xsara",0,"Petrol","Xsara 1.6i 16v","Car"
"Citroen Xsara Picasso",0,"Petrol","1.6i 16v","Car"
"Corvette C6 Coupé & Convertible Model Year 2012",0,"Petrol","6.2L V8 (MM6)","Car"
"Corvette C6 Coupé & Convertible, Model Year 2012",0,"Petrol","6.2L V8 (MM6)","Car"
"Corvette Corvette C6",0,"Petrol","6.0 - V8 (F55)","Car"
"Corvette Corvette Z06, 2 Door Coupé",0,"Petrol","7.0 V8","Car"
"Corvette Corvette Z06, MY2007 2 Door Coupé",0,"Petrol","7.0 V8","Car"
"Corvette Corvette Z06, MY2008 2 Door Coupé",0,"Petrol","7.0 V8","Car"
"Corvette Corvette ZR1, 2 Door Coupé",0,"Petrol","6.2 V8 Supercharged","Car"
"Corvette Corvette ZR1, MY2009, 2 Door Coupé",0,"Petrol","6.2 V8 Supercharged","Car"
"Corvette Corvette, 2 Door Coupé/Convertible",0,"Petrol","6.2 V8","Car"
"Corvette Corvette, MY2007 2 Door Convertible",0,"Petrol","6.0 V8","Car"
"Corvette Corvette, MY2007 2 Door Coupé",0,"Petrol","6.0 V8","Car"
"Corvette Corvette, MY2008 2 Door Convertible",0,"Petrol","6.2 V8","Car"
"Corvette Corvette, MY2008 2 Door Coupé",0,"Petrol","6.2 V8","Car"
"Corvette Grand Sport Coupé Model Year 2012",0,"Petrol","Z16 6.2L V8 Automatic","Car"
"Corvette Grand Sport Coupé, Model Year 2012",0,"Petrol","Z16 6.2L V8 Automatic","Car"
"Corvette Z06 Model Year 2012",0,"Petrol","7.0L V8","Car"
"Corvette Z06, Model Year 2012",0,"Petrol","7.0L V8","Car"
"Corvette ZR1 Model Year 2012",0,"Petrol","6.2L V8 (ME2)","Car"
"Corvette ZR1, Model Year 2012",0,"Petrol","6.2L V8 (ME2)","Car"
"Dacia Duster",0,"Petrol","1.6 16V 105 4x2","Car"
"Dacia Sandero",0,"Petrol","dCi 90","Car"
"Daewoo Cars Kalos",0,"Petrol","1.4 SX (DOHC)","Car"
"Daewoo Cars Korando",0,"Petrol","2.3 P","Car"
"Daewoo Cars Lacetti",0,"Petrol","1.6","Car"
"Daewoo Cars Lanos",0,"Petrol","1.6 SX (DOHC)","Car"
"Daewoo Cars Leganza",0,"Petrol","2.0 CDX (DOHC)","Car"
"Daewoo Cars Matiz",0,"Petrol","SE (SOHC)","Car"
"Daewoo Cars Musso",0,"Petrol","2.9 TD","Car"
"Daewoo Cars Nubira",0,"Petrol","2.0 CDX (DOHC)","Car"
"Daewoo Cars Tacuma",0,"Petrol","2.0 CDX (DOHC)","Car"
"Daihatsu Charade",0,"Petrol","L251 1.0L EFi","Car"
"Daihatsu Copen",0,"Petrol","L881 1.3L EFi","Car"
"Daihatsu Cuore",0,"Petrol","Cuore L701 1.0L EFi","Car"
"Daihatsu Four Wheel Drive",0,"Diesel","Fourtrak LWB 2.8L Diesel Turbo","Car"
"Daihatsu Fourtrak",0,"Diesel","Fourtrak LWB 2.8L Diesel Turbo","Car"
"Daihatsu Grand Move",0,"Petrol","Grand Move G303 1.6L EFi","Car"
"Daihatsu Materia",0,"Petrol","M402 1.5L EFi","Car"
"Daihatsu New Sirion",0,"Petrol","M301 1.3L EFi","Car"
"Daihatsu New Terios",0,"Petrol","J210 1.5L EFi S 4WD","Car"
"Daihatsu Sirion",0,"Petrol","M301 1.3L EFi","Car"
"Daihatsu Terios",0,"Petrol","J102 1.3L EFi 4WD","Car"
"Daihatsu YRV",0,"Petrol","M201 1.3 L Efi","Car"
"Dodge Avenger",0,"Petrol","2.0 Saloon","Car"
"Dodge Caliber",0,"Petrol","1.8","Car"
"Dodge Journey",0,"Diesel","2.0td","Car"
"Dodge Nitro",0,"Diesel","2.8 Manual (no DPF)","Car"
"Dodge SRT10",0,"Petrol","Cabriolet","Car"
"Ferrari 430 Scuderia",0,"Petrol","430 Scuderia","Car"
"Ferrari 430 Scuderia Spider 16M",0,"Petrol","430 Scuderia Spider 16M","Car"
"Ferrari 599 GTB Fiorano",0,"Petrol","599 GTB Fiorano","Car"
"Ferrari 612 Scaglietti",0,"Petrol","612 Scaglietti","Car"
"Ferrari All Models",0,"Petrol","360 Modena","Car"
"Ferrari California",0,"Petrol","California","Car"
"Ferrari F430",0,"Petrol","F430","Car"
"Ferrari F430 Spider",0,"Petrol","F430 Spider","Car"
"Fiat 500",0,"Petrol","1.2","Car"
"Fiat 500 and 500C",0,"Petrol","1.2","Car"
"Fiat 500L",0,"Diesel","1.6 16v MultiJet 105","Car"
"Fiat Barchetta",0,"Petrol","Barchetta","Car"
"Fiat Brava Range",0,"Petrol","100 16v","Car"
"Fiat Bravo",0,"Diesel","1.4 16v","Car"
"Fiat Bravo Range",0,"Petrol","100 16v","Car"
"Fiat Coupé Range",0,"Petrol","20v","Car"
"Fiat Croma",0,"Diesel","2.2 16v","Car"
"Fiat Doblo",0,"Diesel","1.4 High Roof","Car"
"Fiat Doblo Range",0,"Diesel","1.2","Car"
"Fiat Ducato",0,"Diesel","Combi 2.3 MultiJet 120 short wheelbase","Car"
"Fiat Fiorino",0,"Diesel","Combi 5 seat 1.3 MultiJet 75","Car"
"Fiat Grande Punto",0,"Petrol","1.2","Car"
"Fiat Grande Punto 'Sound'",0,"Petrol","1.4","Car"
"Fiat Idea",0,"Petrol","1.3 16v MultiJet","Car"
"Fiat Idea (2006 Range)",0,"Diesel","1.4 16v","Car"
"Fiat Idea Range",0,"Petrol","1.3 16v MultiJet","Car"
"Fiat Marea Saloon Range",0,"Petrol","100 16v","Car"
"Fiat Marea Weekend Range",0,"Petrol","100 16v","Car"
"Fiat Multipla",0,"Diesel","100 16v","Car"
"Fiat New Doblo",0,"Diesel","1.4","Car"
"Fiat New Doblo from March 2010",0,"Diesel","1.4 High Roof","Car"
"Fiat New Panda",0,"Petrol","1.2","Car"
"Fiat New Punto (2003) Range",0,"Petrol","1.2 16v","Car"
"Fiat New Punto Range",0,"Petrol","1.2","Car"
"Fiat New Ulysse",0,"Diesel","2.2 16v JTD","Car"
"Fiat Panda",0,"Petrol","1.2","Car"
"Fiat Punto",0,"Petrol","1.2","Car"
"Fiat Punto Evo",0,"Petrol","1.3 16v MultiJet 75","Car"
"Fiat Punto Range",0,"Petrol","1.2 16v","Car"
"Fiat Qubo",0,"Diesel","1.4","Car"
"Fiat Scudo",0,"Diesel","Combi 1.6 MultiJet 5 seat","Car"
"Fiat Scudo Combi",0,"Diesel","Combi 2.0 JTD 16v","Car"
"Fiat Sedici",0,"Petrol","1.6 16v","Car"
"Fiat Sedici (Series 2)",0,"Petrol","1.6 4x2","Car"
"Fiat Seicento Range",0,"Petrol","S/SX","Car"
"Fiat Stilo",0,"Petrol","2.4 20v 3 door","Car"
"Fiat Stilo Multi Wagon",0,"Petrol","1.8 16v","Car"
"Fiat Stilo Multi Wagon Range",0,"Petrol","1.6 Active","Car"
"Fiat Stilo Range",0,"Petrol","1.2 16v Active 3 door","Car"
"Fiat Ulysse",0,"Diesel","2.0 16v","Car"
"Fiat Ulysse Range",0,"Diesel","2.0 JTD","Car"
"Ford B-MAX Model Year Post 2012",0,"Petrol","1.6 Duratec Ti-VCT (105PS)","Car"
"Ford B-MAX, Model Year Post 2013",0,"Petrol","1.6 Duratec Ti-VCT (105PS)","Car"
"Ford B-MAX, Model Year Pre 2013",0,"Petrol","1.6 Duratec Ti-VCT (105PS)","Car"
"Ford C-MAX Model Year Post 2012",0,"Petrol","2.0 Duratorq TDCi (140PS) (+DPF)","Car"
"Ford C-MAX Model Year Pre 2012",0,"Petrol","2.0 Duratorq TDCi (140PS) (+DPF)","Car"
"Ford C-MAX, Model Year Post 2013.30",0,"Petrol","2.0 Duratorq TDCi (140PS) (+DPF)","Car"
"Ford C-MAX, Model Year Pre 2013.30",0,"Petrol","2.0 Duratorq TDCi (140PS) (+DPF)","Car"
"Ford Cougar",0,"Petrol","2.5i V6 24V","Car"
"Ford Courier",0,"Petrol","1.3 EFi","Car"
"Ford Escort",0,"Petrol","1.6i 16V Estate Finesse","Car"
"Ford Explorer",0,"Petrol","4.0","Car"
"Ford Fiesta",0,"Petrol","1.25i 16V (14 inch tyre)","Car"
"Ford Fiesta 2004 Model Year Onwards",0,"Petrol","1.4i 16V 3/5 Door Saloon","Car"
"Ford Fiesta 2004ﾽ Model Year Onwards",0,"Petrol","1.4i Duratec 16V","Car"
"Ford Fiesta 2006 Model Year Onwards",0,"Petrol","1.4 Duratec","Car"
"Ford Fiesta Model Year - Post 2009",0,"Petrol","1.4 Duratec (96ps)","Car"
"Ford Fiesta Model Year - Post 2010",0,"Petrol","1.4 Duratec (96ps)","Car"
"Ford Fiesta Model Year - Pre 2010",0,"Petrol","1.25 Duratec (60ps)","Car"
"Ford Fiesta Model Year Post 2012",0,"Petrol","1.4 Duratec (96PS)","Car"
"Ford Fiesta Model Year Pre 2012",0,"Petrol","1.4 Duratec (96PS)","Car"
"Ford Fiesta Pre-2004 Model Year",0,"Petrol","1.4i 3 & 5 Door (14 inch tyre)","Car"
"Ford Fiesta Pre-2004ﾽ Model Year",0,"Petrol","1.4 Duratorq TDCi CL (14 inch tyre)","Car"
"Ford Fiesta Pre-2006 Model Year",0,"Petrol","1.4 Duratec","Car"
"Ford Fiesta, 2008 Model Year Onwards",0,"Petrol","1.4 Duratec (80PS)","Car"
"Ford Fiesta, Model Year Post 2010¼",0,"Petrol","1.4 Duratec (96PS)","Car"
"Ford Fiesta, Model Year Post 2011½",0,"Petrol","1.6 Duratec (134PS)","Car"
"Ford Fiesta, Model Year Post 2013",0,"Petrol","1.4 Duratec (96PS)","Car"
"Ford Fiesta, Model Year Pre 2010¼",0,"Petrol","1.25 Duratec (60PS)","Car"
"Ford Fiesta, Model Year Pre 2011¾",0,"Diesel","1.6 Duratorq (95PS) (+DPF)","Car"
"Ford Fiesta, Model Year Pre 2013",0,"Petrol","1.4 Duratec (96PS)","Car"
"Ford Fiesta, October 2005 Onwards",0,"Petrol","1.4 Duratorq TDCi","Car"
"Ford Fiesta, Post 2008 Model Year",0,"Petrol","1.4 Duratec (80PS)","Car"
"Ford Focus",0,"Petrol","1.6i 16V Estate (14 inch tyre)","Car"
"Ford Focus (Prior Model)",0,"Petrol","2.0i 16V 3/5 Door Saloon","Car"
"Ford Focus , Model Year Pre 2013.30",0,"Petrol","1.6 Duratec Ti-VCT (125PS) 5 Door","Car"
"Ford Focus 2004 Model Year Onwards",0,"Petrol","2.0i 16V Estate","Car"
"Ford Focus 2004ﾽ Model Year Onwards",0,"Petrol","2.0i 16V Estate","Car"
"Ford Focus C-Max",0,"Petrol","1.6 Duratorq TDCi (109PS)","Car"
"Ford Focus C-Max Model Year - Post 2009",0,"Diesel","2.0 Duratec (145ps)","Car"
"Ford Focus C-Max, 2008 Model Year Onwards",0,"Diesel","2.0 Duratec (145PS)","Car"
"Ford Focus C-Max, Model Year Post 2009¼",0,"Diesel","2.0 Duratec (145PS)","Car"
"Ford Focus C-Max, Post 2009ﾼ Model Year",0,"Diesel","2.0 Duratec (145PS)","Car"
"Ford Focus C-Max, Pre 2009ﾼ Model Year",0,"Diesel","2.0 Duratorq TDCi (136PS) (+DPF)","Car"
"Ford Focus Coupé-Cabriolet",0,"Petrol","2.0 Duratec (145PS)","Car"
"Ford Focus Coupé-Cabriolet Model Year - Post 2007",0,"Petrol","2.0 Duratec (145ps)","Car"
"Ford Focus Coupé-Cabriolet, 2007 Model Year Onwards",0,"Petrol","2.0 Duratec (145PS)","Car"
"Ford Focus Coupé-Cabriolet, Model Year Post 2007",0,"Petrol","2.0 Duratec (145PS)","Car"
"Ford Focus Coupé-Cabriolet, Post 2007 Model Year",0,"Petrol","2.0 Duratec (145PS)","Car"
"Ford Focus Model Year - Post 2010",0,"Petrol","1.6 Duratec (100ps) Estate","Car"
"Ford Focus Model Year - Pre 2010",0,"Diesel","1.6 Duratec (100ps) Estate","Car"
"Ford Focus Model Year Post 2012",0,"Diesel","1.6 Duratec Ti-VCT (125PS) 5 Door","Car"
"Ford Focus Model Year Pre 2012",0,"Petrol","2.0 Duratorq TDCi (140PS) 5 Door (+DPF)","Car"
"Ford Focus Pre-2004 Model Year",0,"Petrol","1.4i 16V 3/5 Door Saloon (14 inch tyre)","Car"
"Ford Focus Pre-2004ﾽ Model Year",0,"Petrol","1.4i 16V 3/5 Door Saloon (14 inch tyre)","Car"
"Ford Focus, 2008 Model Year Onwards",0,"Diesel","1.6 Duratec (100PS) Estate","Car"
"Ford Focus, Model Year Post 2010¼",0,"Petrol","1.6 Duratec (100PS) Estate","Car"
"Ford Focus, Model Year Post 2013.30",0,"Diesel","2.0 Duratorq TDCi (140PS) 5 Door (+DPF)","Car"
"Ford Focus, Model Year Pre 2010¼",0,"Diesel","1.6 Duratec (100PS) Estate","Car"
"Ford Focus, Post 2009ﾼ Model Year",0,"Diesel","1.6 Duratec (100PS) Estate","Car"
"Ford Focus, Pre 2009ﾼ Model Year",0,"Diesel","1.6 Duratec (100PS) Estate","Car"
"Ford Fusion",0,"Petrol","1.4 TDCi","Car"
